Rank,ACNo,CandidateName,PartyAbbreviation,VotesPolled,PercVotesPolled
2,195,MANIMARAN M,DMK,70461,35.68
3,195,KANDASAMY K,CPI,15275,7.73
4,195,ARUMUGAM S,BJP,7698,3.9
5,195,None of the Above,NOTA,3111,1.58
6,195,MOHAN M,AIFB,1277,0.65
7,195,BALAMURUGAN K,PMK,1237,0.63
8,195,RUSSIA O,IND,917,0.46
9,195,MUTHUKRISHNAN S,ETMK,905,0.46
10,195,ALAGARSAMY M,MMKA,544,0.28
11,195,PREMNATH M S,IND,355,0.18
12,195,JEGADEESH KUMAR R,IND,333,0.17
13,195,VELMURUGAN G,SMK,331,0.17
14,195,KALIMUTHU A,UCPI,315,0.16
15,195,SANTHI POOJAN K,SHS,302,0.15
16,195,DURAIRAJAN N,IND,259,0.13
17,195,BALASUBRAMANIAN T,AMMK,182,0.09
18,195,PRABAKARAN S,AIJMK,159,0.08
19,195,SANTHI V,LJP,137,0.07
20,195,MOHAN S,IND,135,0.07
21,195,DEEPAKKUMAR M,IND,94,0.05
1,196,UDHAYAKUMAR.R.B,ADMK,95864,46.99
2,196,JEYARAM.R,INC,72274,35.43
3,196,SRINIVASAN.M,DMDK,20589,10.09
4,196,RAMAMOORTHY.V.R,BJP,3261,1.6
5,196,MANIKANDAN.K,ntk,1999,0.98
6,196,KARNAN.S,AIFB,1813,0.89
7,196,None of the Above,NOTA,1572,0.77
8,196,PANDYARAJ.V.S,IND,1232,0.6
9,196,SUNDARAMOORTHI.D,IND,887,0.43
10,196,KANNIAH.T,PMK,843,0.41
11,196,RAVI.S,IND,799,0.39
12,196,JEYASAKTHIVEL.S,SHS,445,0.22
13,196,VAIYADURAI.V,BSP,406,0.2
14,196,NAGARAJAN.S,SMK,358,0.18
15,196,VENGATESWARAN.B,IND,349,0.17
16,196,KAMARASU.C,IND,258,0.13
17,196,PANDY.P,TMMK,198,0.1
18,196,VAIRAMANI.S,IND,196,0.1
19,196,RAMANATHAN.M,IND,180,0.09
20,196,RAJAMANIKANDAN.S,IND,142,0.07
21,196,KALUVANATHAN.M,IND,129,0.06
22,196,CHANDRABOSE.P,YSP,116,0.06
23,196,TAMILAPPANDI.M.P,LJP,94,0.05
1,197,NEETHIPATHI P,ADMK,106349,52.88
2,197,ILAMAKEZHAN.K,DMK,73443,36.52
3,197,BASKARA SETHUPATHY.A,MDMK,7079,3.52
4,197,KATHIRAVAN P.V,AIFB,5136,2.55
5,197,SANGLI.M,BJP,2860,1.42
6,197,None of the Above,NOTA,1672,0.83
7,197,IYNDHU KOVILAN.G,ntk,1437,0.71
8,197,MAHENDRAN M,BSP,939,0.47
9,197,MURUGAN.T,PMK,619,0.31
10,197,NETHAJI C,IND,457,0.23
11,197,JEYAKUMAR S,TMMK,255,0.13
12,197,NAGAMANI N,IND,254,0.13
13,197,RAJUTHEVAR M,IND,243,0.12
14,197,THANGAM A,IND,199,0.1
15,197,RANJITHAM P,LJP,96,0.05
16,197,SENTHIL MURUGAN S,IND,88,0.04
1,198,THANGATAMILSELVAM,ADMK,103129,51.93
2,198,MOOKAIAH.L,DMK,72933,36.72
3,198,KRISHNAMOORTHY.M.N,DMDK,10776,5.43
4,198,CHAKKARAVARTHI.R,BJP,3465,1.74
5,198,None of the Above,NOTA,1909,0.96
6,198,ANANDHA BABU.M,ntk,1318,0.66
7,198,VAIGAI SEKAR @ BALASUNDARAM.S,IND,1226,0.62
8,198,RAVI.K,PMK,817,0.41
9,198,PANNEERSELVAM.S,IND,521,0.26
10,198,SENTHIL KUMAR.R.,AIFB,470,0.24
11,198,MURUGESAN,IND,462,0.23
12,198,SIVAKUMAR.A,TMMK,347,0.17
13,198,MURUGAN,IND,250,0.13
14,198,PARAMASIVAM.T,IND,194,0.1
15,198,VEERACHAMY.R,IND,188,0.09
16,198,VASUDEVAN.A,IND,177,0.09
17,198,RENGA THURAI.D,GMI,141,0.07
18,198,VEERALAKSHMI.M,RPI(A),112,0.06
19,198,AZHAGUMURUGAN.T,IND,110,0.06
20,198,MEENAKSHI SUNDARAM.G.K,SP,64,0.03
1,199,KATHIRKAMU.K,ADMK,90599,46.94
2,199,ANBAZHAGAN,DMK,76249,39.51
3,199,LAZAR.A,CPM,13525,7.01
4,199,CHELLAM.K,BJP,5015,2.6
5,199,None of the Above,NOTA,2275,1.18
6,199,PUSHPALATHA.M,ntk,1048,0.54
7,199,KANNAN.R,PMK,1025,0.53
8,199,MUTHU P,IND,724,0.38
9,199,MOHANRAJ A.C,IND,636,0.33
10,199,C.MALLAICHAMY,IND,600,0.31
11,199,PAPPATHI,IND,318,0.16
12,199,BALAMURUGAN.P,TMMK,163,0.08
13,199,NATHIYA,IND,143,0.07
14,199,KRISHNAVENI,IND,128,0.07
15,199,JEYACHANDAN.P,SP,124,0.06
16,199,VINOTHKUMAR,IND,124,0.06
17,199,KRISHNASAMY,IND,98,0.05
18,199,CHANDRAN.K,RPI(A),85,0.04
19,199,ESWARAN,IND,71,0.04
20,199,ARIVAZHAGAN,IND,60,0.03
1,200,O. PANNEERSELVAM,ADMK,99531,49.38
2,200,S. LAKSHMANAN,DMK,83923,41.63
3,200,A.VEERABADRAN,DMDK,6889,3.42
4,200,V. VENKATESWARAN,BJP,3250,1.61
5,200,None of the Above,NOTA,1966,0.98
6,200,P. ANBALAGAN,ntk,1324,0.66
7,200,V. THANGADURAI,BSP,594,0.29
8,200,S. MANIKANDAN,IND,592,0.29
9,200,M. MARISELVAM,IND,438,0.22
10,200,A.RAMAKRISHNAN,PMK,405,0.2
11,200,D. MAHESWARI,SHS,385,0.19
12,200,R. SURESH,IND,364,0.18
13,200,M. SUTHANTHIRAVEL,IND,355,0.18
14,200,M. RADHA KRISHNAN,PPIS,276,0.14
15,200,V.S.  GOUR MOHAN DASS,TMMK,221,0.11
16,200,K. PANDIAN,RPI(A),186,0.09
17,200,K.S. SELVAM,IND,168,0.08
18,200,V. MURUGESAN,IND,155,0.08
19,200,S.K. MARIAPPAN,IND,151,0.07
20,200,K. JAYAMANI,IND,93,0.05
21,200,N. MUNIRAJA,IND,91,0.05
22,200,V. NAGAJOTHI,SP,83,0.04
23,200,C. SIVAKUMAR,YSP,72,0.04
24,200,K.NATHIYAZAGAN,JD(U),67,0.03
1,201,S.T.K.JAKKAIYAN,ADMK,91099,46.94
2,201,"CUMBUM.N,RAMAKRISHNAN",DMK,79878,41.16
3,201,O.R.RAMACHANDRAN,TMC(M),10149,5.23
4,201,N.PRABAKARAN,BJP,3971,2.05
5,201,None of the Above,NOTA,2219,1.14
6,201,S.M.RAFEEQ AHAMED,SDPI,1361,0.7
7,201,R.JAYAPAL,ntk,1121,0.58
8,201,PON. KATCHIKANNAN,PMK,763,0.39
9,201,S.K.MARIAPPAN,IND,733,0.38
10,201,T.PONRAJA,IND,702,0.36
11,201,R.SARAVANAN,IND,509,0.26
12,201,S.CHELLAIAH,BSP,410,0.21
13,201,G.SIVAKUMAR,IND,233,0.12
14,201,P.PRAKASH,IND,229,0.12
15,201,RAMACHANDRAN,IND,194,0.1
16,201,T.THIRUCHINGAM,SP,132,0.07
17,201,T.RANJITH,IND,104,0.05
18,201,S.MARIYAPPAN,TMMK,97,0.05
19,201,S.DINESHKUMAR,IND,92,0.05
20,201,S.DEVANANTH,PPIS,86,0.04
1,202,THANGAPPANDIAN. S.,DMK,74787,43.82
2,202,"SHYAM, A.A.S.",ADMK,69985,41
3,202,GURUSAMY. A.,CPM,12505,7.33
4,202,"RAMACHANDRA RAJA,  A.N.",BJP,3435,2.01
5,202,JEYARAJ. V.,ntk,2414,1.41
6,202,None of the Above,NOTA,2290,1.34
7,202,LAKSHMANAN. P.,PMK,1073,0.63
8,202,JEYAPRAKASH. I.,IND,919,0.54
9,202,ARASAMANI. K.,MakKK,547,0.32
10,202,JEYARAJ. T.,IND,451,0.26
11,202,THANGAPANDI. S.,IND,402,0.24
12,202,THANGARAJ. K.,IND,354,0.21
13,202,PERIYASAMY. A.,IND,312,0.18
14,202,THANGESWARAN. P.,IND,224,0.13
15,202,SAKTHIVEL.R.,IND,189,0.11
16,202,MUTHUVELAN @ SARAVANAN. S.,IND,159,0.09
17,202,MANMATHAN. M.,IND,146,0.09
18,202,KAMATCHI. R.,YSP,138,0.08
19,202,ARJUNAN . K.,IND,136,0.08
20,202,KALYANASUNDARAM. R.S,IND,123,0.07
21,202,BALAMURUGAN.V.,UCPI,99,0.06
1,203,CHANDRA PRABHA. M,ADMK,88103,49.32
2,203,MUTHUKUMAR.C,PT,51430,28.79
3,203,LINGAM.P,CPI,19415,10.87
4,203,RAMASAMY. I,BJP,5497,3.08
5,203,KALYANASUNDARAM. A,ntk,3833,2.15
6,203,None of the Above,NOTA,2166,1.21
7,203,THAMARAISELVAM. K,IND,1695,0.95
8,203,GANESAN. S,IND,1631,0.91
9,203,VELLAISAMY. V,PMK,1119,0.63
10,203,KARTHIKEYAN. B,IND,958,0.54
11,203,MUNIYANDI. M,IND,596,0.33
12,203,MUTHAIAH. A,IND,529,0.3
13,203,DHEIVENDHIRAN. S,IND,464,0.26
14,203,SANKARAN. A,IND,406,0.23
15,203,PANDI MUNIRAJA. M,IND,347,0.19
16,203,SAKTHIVEL. C,IND,264,0.15
17,203,GURUVAIYA. N,IND,177,0.1
1,204,"SUBRAMANIAN,S.G.",ADMK,71513,40.65
2,204,"SRINIVASAN,V.",DMK,67086,38.13
3,204,"RAGURAMAN,A.R.",MDMK,25442,14.46
4,204,"GNANAPANDITHAN,P.",BJP,3407,1.94
5,204,"MUTHUVEL NACHIAR,S.",ntk,1520,0.86
6,204,None of the Above,NOTA,1455,0.83
7,204,"PASUPATHIDEVAN,K.",AIFB,958,0.54
8,204,"BALAKRISHNAN,M.",PMK,768,0.44
9,204,"JAWAHAR,G.",IND,653,0.37
10,204,"RAJKUMAR,R.",IND,545,0.31
11,204,"MUTHUPANDI,M.",IND,472,0.27
12,204,"ASHOKKUMAR,S.",BSP,425,0.24
13,204,"PALANICHAMY,P.",IND,401,0.23
14,204,"KARTHIKRAJAN,P.",SHS,333,0.19
15,204,"BOOPATHIRAJAN,V.",IND,323,0.18
16,204,"MUNIASAMY,P.",IND,195,0.11
17,204,"SERMUGAKANI,V.",IND,141,0.08
18,204,"ESAKKIMUTHU,A.",IND,121,0.07
19,204,"SRINIVASAN,P.",IND,94,0.05
20,204,"SIVASUBIRAMANIAN,G.",IND,87,0.05
1,205,RAJENTHRABHALAJI K.T,ADMK,76734,43.67
2,205,"SREERAJA, C.",INC,61986,35.28
3,205,SUDHAKARAN R,DMDK,17379,9.89
4,205,PARRATHASHAARATHI A.G,BJP,6189,3.52
5,205,"BABU, T.",ntk,3245,1.85
6,205,None of the Above,NOTA,2704,1.54
7,205,"THILAGABAMA, M.",PMK,1350,0.77
8,205,THANESWARAN S,IND,1235,0.7
9,205,MAHARAJAN V,AIFB,981,0.56
10,205,"PONRAJ, S.",IND,599,0.34
11,205,"UTHIRAKUMAR, M.",MMKA,572,0.33
12,205,"MANMATHAN, M.",IND,425,0.24
13,205,THANGARAJ S,IND,323,0.18
14,205,"VAIRAMUTHU, K.S.",SHS,306,0.17
15,205,"SATHYARAJ, P.",IND,238,0.14
16,205,"JEEVANANTHAM, G.",RPI,195,0.11
17,205,GANESAN R,IND,175,0.1
18,205,"LINGAM, S.",IND,168,0.1
19,205,"SRINIVASAN, A.",JKNPP,137,0.08
20,205,"RAJAMURUGAN, K.H.",IND,132,0.08
21,205,THIYAGARAJA ALIAS YOGA NADAR P.I.D,IND,124,0.07
22,205,"RADHAKRISHNAN, V.",IND,114,0.06
23,205,SELVAM P,IND,106,0.06
24,205,"SARAVANARAJ, T.",tavk,104,0.06
25,205,MUTHURAMALINGAM G,IND,94,0.05
26,205,MADHAVAN P,IND,87,0.05
1,206,SEENIVASAN A.R.R,DMK,65499,42.71
2,206,KALANITHI.K,ADMK,62629,40.84
3,206,SYED KAJA SHAREEF.M,DMDK,10127,6.6
4,206,KAMATCHI. S,BJP,7013,4.57
5,206,None of the Above,NOTA,2835,1.85
6,206,AKILAN.D,ntk,2461,1.6
7,206,GANESHPERUMAL.P,PMK,556,0.36
8,206,RASU.E,IND,433,0.28
9,206,CHINNA MARRIYAPPAN.E,IND,391,0.25
10,206,"MURUGAN,G.",IND,352,0.23
11,206,ESWARAN.V,TMMK,256,0.17
12,206,VELMURUGAN.K,IND,228,0.15
13,206,VELUSAMY.P,YSP,191,0.12
14,206,SEENIVASAN.S,IND,163,0.11
15,206,VIKRAMAN.N,DMMK,121,0.08
16,206,SANKAR.A,IND,92,0.06
1,207,RAMACHANDRAN.K.K.S.S.R,DMK,81485,49.41
2,207,VAIGAICHELVAN.DR,ADMK,63431,38.46
3,207,SENTHIL KUMAR.S,CPI,9817,5.95
4,207,VETRIVEL.R,BJP,3223,1.95
5,207,None of the Above,NOTA,2509,1.52
6,207,NAGENDRAN.,ntk,1404,0.85
7,207,ARAVINDKUMAR.D,PMK,817,0.5
8,207,"LINGAPPANDI, P.",IND,699,0.42
9,207,SUNDARRAJ.I,BSP,388,0.24
10,207,"MUTHUMARIAPPAN, M.",IND,262,0.16
11,207,"VIJAYAKUMAR, G.",IND,225,0.14
12,207,"MAHENDRAN, P.",TMMK,196,0.12
13,207,"RAMACHANDRAN, R.S.",IND,139,0.08
14,207,THANGARAJ,IND,121,0.07
15,207,"SURIYAMAHARAJA, R.",LJP,108,0.07
16,207,"VEERALAKSHMI, M.",tavk,85,0.05
1,208,"THANGAM THENARASU,T.",DMK,89927,53.61
2,208,"DINESH BABU,K.",ADMK,63350,37.77
3,208,"RAJU,T.",DMDK,5799,3.46
4,208,"RAVIRAJAN,B.",BJP,1779,1.06
5,208,None of the Above,NOTA,1328,0.79
6,208,"VAIRASEEMAN,G.",IND,1074,0.64
7,208,"PALANISAMY, K.",ntk,795,0.47
8,208,SIVA ILANGOVON,BSP,576,0.34
9,208,"SEKAR,M.",IND,506,0.3
10,208,THANGAPANDIAN,IND,504,0.3
11,208,"VELMURUGAN,U.",IND,463,0.28
12,208,"MANIKANDAN, J.",IND,441,0.26
13,208,"MARIMUTHU,G.",IND,264,0.16
14,208,"MUNIASAMY,A.",PMK,260,0.15
15,208,"JEGAN SAKKARAVARTHI, M.",AIFB,226,0.13
16,208,"SETHURAMALINGAM, S.",IND,178,0.11
17,208,"CHENNAKESAVAN, P.",IND,95,0.06
18,208,"KRISHNAN, P.",IND,90,0.05
19,208,"KALIMUTHU,S.",IND,87,0.05
1,209,MUTHIAH.S.DR,ADMK,79254,46.89
2,209,THISAIVEERAN.U,DMK,67865,40.15
3,209,BALAGANAPATHY.V.PON,BJP,9537,5.64
4,209,IRULAN.M,VCK,3780,2.24
5,209,HEMALATHA.V,ntk,2655,1.57
6,209,None of the Above,NOTA,1598,0.95
7,209,THANGARAJ.R,PMK,690,0.41
8,209,BASKARAN.A,IND,618,0.37
9,209,RAJA.K.P,IND,612,0.36
10,209,KANNATHASAN.R,IND,576,0.34
11,209,GOVINDAN.V,BSP,572,0.34
12,209,MAHESWARAN.K,IND,459,0.27
13,209,RAJAMOORTHI.M,IND,228,0.13
14,209,PALPANDI.C,IND,223,0.13
15,209,RAVISHANKAR.V,TMMK,206,0.12
16,209,RAJA.M,IND,136,0.08
1,210,KARUNAAS,ADMK,76786,41.14
2,210,THIVAKARAN.  S.P,DMK,68090,36.48
3,210,DHEVANATHAN YADAV.T,BJP,11842,6.34
4,210,JOHN PANDIAN .B,TMMK,9597,5.14
5,210,MANIMARAN.V,DMDK,4913,2.63
6,210,MOHAMED SHARIFF SATE,SDPI,4728,2.53
7,210,RAJIV GANDHI.R,ntk,3739,2
8,210,None of the Above,NOTA,939,0.5
9,210,ANBU BAGURUDEEN. N,NCP,785,0.42
10,210,NAGENDRAN.K,IND,690,0.37
11,210,B.SIKKANDHAR,IND,628,0.34
12,210,RAVICHANDRAN.S,IND,576,0.31
13,210,PAPPA.A,IND,552,0.3
14,210,PANDI. V,PMK,522,0.28
15,210,SURESH.S,IND,477,0.26
16,210,SEKAR.V,IND,422,0.23
17,210,THEIVACHILAI,IND,295,0.16
18,210,SANTHOSH KUMAR.K,IND,265,0.14
19,210,MAHALINGAM.M,SMK,243,0.13
20,210,KANNADASAN.M,IND,233,0.12
21,210,RAJAIAH WINGATE. K,IND,182,0.1
22,210,RAMAKRISHNAN,BSP,145,0.08
1,211,MANIKANDAN.M,ADMK,89365,46.3
2,211,JAWAHIRULLAH.M.H,MAMAK,56143,29.09
3,211,SINGAI JINNAH M.A,DMDK,16353,8.47
4,211,KANNAN.D,BJP,15029,7.79
5,211,SIVAKUMAR.K,ntk,4001,2.07
6,211,SHANMUGAVEL.S,IND,2622,1.36
7,211,PRABHAKARAN.S,IND,1868,0.97
8,211,None of the Above,NOTA,1528,0.79
9,211,ATHIL AMMEN,IND,1157,0.6
10,211,THOMAS JERONEKUMAR,tavk,1111,0.58
11,211,VEERARAGAVAN.M,ETMK,750,0.39
12,211,MURUGANANTHAM,IND,736,0.38
13,211,RAMALINGAM,BSP,693,0.36
14,211,JAWAHIRALI.H,IND,455,0.24
15,211,SENDURPANDIAN,AIFB,366,0.19
16,211,MANIKANDAN.S,IND,345,0.18
17,211,PANDI.T,IND,256,0.13
18,211,KANNAN.A,IND,224,0.12
1,212,S.PANDI,INC,94946,46.71
2,212,M.KEERTHIKA,ADMK,81598,40.14
3,212,P. RAJKUMAR,MDMK,8800,4.33
4,212,B.T.ARASAKUMAR,BJP,5408,2.66
5,212,S. MOHAMED ISHAK,SDPI,2103,1.03
6,212,S.F.MOHAMED GADDAFFE,ntk,1993,0.98
7,212,P.BALAKRISHNAN,AIFB,1656,0.81
8,212,R. IRULANDI,PMK,1133,0.56
9,212,P.PANDIYAN,IND,1128,0.55
10,212,S.PANCHATCHARAM,BSP,1100,0.54
11,212,None of the Above,NOTA,1059,0.52
12,212,S.MANIVASAGAM,IND,727,0.36
13,212,M.MALAIRAJ,IND,649,0.32
14,212,K.PANDI,IND,413,0.2
15,212,M.P.CHANDRAN,IND,320,0.16
16,212,R.JESUDOSS,TMMK,243,0.12
1,213,UMA MAHESWARI K,ADMK,71496,46.79
2,213,BEEMARAJ S,DMK,52778,34.54
3,213,KATHIRVEL P,TMC(M),15030,9.84
4,213,RAMA MOORTHY P,BJP,6441,4.22
5,213,MARUDHANAYAGAM G N,ntk,1766,1.16
6,213,None of the Above,NOTA,1581,1.03
7,213,SUBBULAKSHMI I,BSP,850,0.56
8,213,MURUGAN A,SHS,704,0.46
9,213,MUNIASAMY S,PMK,560,0.37
10,213,MAHENDRAN S,IND,389,0.25
11,213,SHANMUGARAJ S,IND,246,0.16
12,213,RATHINASAMY A,DPI,245,0.16
13,213,MAHARAJA R,IND,238,0.16
14,213,PATTURAJ A,IND,237,0.16
15,213,PON ERULAMUDIYAN K,IND,234,0.15
1,214,GEETHA JEEVAN P,DMK,88045,46.46
2,214,CHELLAPANDIAN.S.T.,ADMK,67137,35.43
3,214,FATIMA,MDMK,17798,9.39
4,214,KANAGARAJ.M.R.,BJP,6250,3.3
5,214,MARIA JUDY HEMA.P.,ntk,3733,1.97
6,214,None of the Above,NOTA,3177,1.68
7,214,CHINNADURAI.M.,PMK,1069,0.56
8,214,ESAKKI RAJA.K.,AIFB,806,0.43
9,214,SIVALINGA RAJA.V.,BSP,439,0.23
10,214,ANTONY MYKEL HEMILDON,TSC,370,0.2
11,214,ANUSUYA.M.,IND,190,0.1
12,214,LAKSHMI NARAYANAN.L.K.,SHS,180,0.09
13,214,MOORTHY.C.,IND,173,0.09
14,214,ALWARSAMY KARTHIKEYAN.L.,IND,121,0.06
1,215,ANITHA R RADHAKRISHNAN,DMK,88357,52.97
2,215,SARATHKUMAR.R,ADMK,62356,37.38
3,215,SENTHILKUMAR.S.A,DMDK,6330,3.79
4,215,JEYARAMAN.V,BJP,4289,2.57
5,215,GLORIYAN.S,ntk,2041,1.22
6,215,None of the Above,NOTA,1814,1.09
7,215,KUMARA GURUPARA ADITHAN D.,PMK,578,0.35
8,215,GANAPATHY PERUMAL.G,BSP,420,0.25
9,215,LOWHIRAJAN.M,IND,216,0.13
10,215,VALAMPURI.P,IND,141,0.08
11,215,SENTHAMILAN.E,IND,90,0.05
12,215,ANANTHRAJ.R,IND,70,0.04
13,215,SURESH.N,IND,63,0.04
14,215,SUKUMAR.S,IND,43,0.03
1,216,SHANMUGANATHAN S.P,ADMK,65198,41.96
2,216,RANI VENKATESAN V,INC,61667,39.69
3,216,SELVARAJ S,BJP,9582,6.17
4,216,VIJAYASEELAN SDR,TMC(M),6203,3.99
5,216,MUTHURAMALINGAM S,AIFB,3764,2.42
6,216,SUBBIAH PANDIAN P,ntk,2113,1.36
7,216,None of the Above,NOTA,1457,0.94
8,216,CHITHIRAIPANDI U,IND,810,0.52
9,216,LINGARAJ G,PMK,806,0.52
10,216,ESAKKI E,SHS,762,0.49
11,216,SAMUEL A S,IND,563,0.36
12,216,DEVA PRIYAN C,TMMK,463,0.3
13,216,LOURDES S,IND,386,0.25
14,216,VIJAYA C,IND,278,0.18
15,216,MASANAM P,IND,260,0.17
16,216,CHINNADURAI K,LJP,195,0.13
17,216,ILAYARAJA A,IND,167,0.11
18,216,VASANTHA KUMAR R,YSP,166,0.11
19,216,SARAVANAN G,IND,147,0.09
20,216,ARJUNA  THEVAR,IND,142,0.09
21,216,RENGANATHAN N,GMI,121,0.08
22,216,VENUGOPAL K,IND,116,0.07
1,217,SUNDARARAJ.R,ADMK,65071,40.57
2,217,DR.KRISHNASAMY.K,PT,64578,40.26
3,217,ARUMUGANAINAR.S,DMDK,14127,8.81
4,217,SANTHANAKUMAR.A,BJP,5931,3.7
5,217,MUTHUKRISHNAN.T,ntk,3792,2.36
6,217,None of the Above,NOTA,2612,1.63
7,217,MURUGAPERUMAL.R,PMK,1066,0.66
8,217,POOVANI MURUGAN,IND,971,0.61
9,217,JEYARAMAN,IND,622,0.39
10,217,MURUGAN.G,IND,496,0.31
11,217,BALAKRISHNAN.A,IND,407,0.25
12,217,PAULRAJ.M,IND,405,0.25
13,217,PERUMAL.V,IND,318,0.2
1,218,C. KADAMBUR RAJU,ADMK,64514,38.96
2,218,A.SUBRAMANIAN,DMK,64086,38.7
3,218,VINAYAGA RAMESH G,MDMK,28512,17.22
4,218,None of the Above,NOTA,2350,1.42
5,218,T. MUTHU MARI,ntk,2070,1.25
6,218,G. RAMACHANDIRAN,PMK,1075,0.65
7,218,M. RAVIKUMAR,TMMK,826,0.5
8,218,K. MUTHURAJ,BSP,709,0.43
9,218,A. SUBBURAJ,IND,388,0.23
10,218,A. VEILUMUTHUPANDIAN,IND,383,0.23
11,218,R. MURUGESHAN,AIFB,255,0.15
12,218,S. SEETHARAMAN,IND,228,0.14
13,218,V.G. RATHAKRISHNAN,ABHM,211,0.13
1,219,RAJALAKSHMI M,ADMK,78751,44.37
2,219,ANBUMANI G,DMK,64262,36.2
3,219,SADHAN THIRUMALAIKUMAR T DR,MDMK,20807,11.72
4,219,GUNASEKARAN K,BJP,4242,2.39
5,219,AMUTHA,ntk,2476,1.39
6,219,None of the Above,NOTA,2259,1.27
7,219,MURUGAN K,AIFB,1042,0.59
8,219,RAJAN A,IND,782,0.44
9,219,SURESHKUMAR S,PMK,645,0.36
10,219,SUBASHINI S,TMMK,579,0.33
11,219,MARIAPPAN S,IND,457,0.26
12,219,SUBBULAKSHMI P,SHS,341,0.19
13,219,NAGARAJAN M,IND,304,0.17
14,219,VELLADURAI P,IND,276,0.16
15,219,VENNI UDAIYAR S,JKNPP,160,0.09
16,219,MUTHU M,tavk,120,0.07
1,220,MANOHARAN A,ADMK,73904,45.06
2,220,ANBALAGAN S,PT,55146,33.62
3,220,SAMUTHIRAKANI R,CPI,13735,8.37
4,220,RAJKUMAR N,BJP,7121,4.34
5,220,PALANISAMY G,ntk,4008,2.44
6,220,ARUNACHALAM M,IND,3865,2.36
7,220,None of the Above,NOTA,2763,1.68
8,220,SAMY M,IND,1343,0.82
9,220,KASIPANDIYAN K,PMK,1198,0.73
10,220,NIRMAL KUMAR M,BSP,522,0.32
11,220,MANOKARAN M,IND,402,0.25
1,221,MUHAMMED ABUBACKER.K.A.M,IUML,70763,37.49
2,221,SHEIK DAWOOD,ADMK,69569,36.86
3,221,MARIAPPAN,DMDK,15858,8.4
4,221,KATHIRVELU,BJP,14286,7.57
5,221,JABAR ALI USMAANI.J,SDPI,5993,3.18
6,221,RAJA MARAVAN.S,AIFB,3581,1.9
7,221,None of the Above,NOTA,1969,1.04
8,221,MUTHURAMALINGAM,ntk,1681,0.89
9,221,THIRUMALAIKUMARASAMY,PMK,1350,0.72
10,221,SANTHANA MARIAPPAN,TMMK,844,0.45
11,221,MOHAMED ABDUL RAHMAN.P,IND,812,0.43
12,221,POOBATHY RAJAPANDIYAN.R,IND,730,0.39
13,221,S.ZAHIR ABBAS,IND,481,0.25
14,221,ABDULLA.K.M,IND,420,0.22
15,221,KARUPPASAMY.P,IND,210,0.11
16,221,"KABOOR,M",IND,190,0.1
1,222,SELVAMOHANDAS PANDIAN S,ADMK,86339,42.58
2,222,PALANI NADAR S,INC,85877,42.35
3,222,SELVI B,BJP,11716,5.78
4,222,CHARLES N.D.S,TMC(M),7324,3.61
5,222,None of the Above,NOTA,3391,1.67
6,222,MUTHUKUMAR C,ntk,2898,1.43
7,222,MADASAMY A,IND,1621,0.8
8,222,SEETHARAMAN P,PMK,1222,0.6
9,222,PERIYA DURAI P,AIFB,885,0.44
10,222,UTHAMI K,IND,562,0.28
11,222,CHELLADURAI T,TMMK,489,0.24
12,222,REEGANKUMAR M,IND,451,0.22
1,223,DR. POONGOTHAI ALADI ARUNA,DMK,88891,45.98
2,223,K.HEPZI,ADMK,84137,43.52
3,223,RAJENDRANATH,DMDK,7784,4.03
4,223,S.V.ANBURAJ SUBRAMANIAN,BJP,4660,2.41
5,223,R .VASANTHI,ntk,2495,1.29
6,223,None of the Above,NOTA,2089,1.08
7,223,M.RAMAR,IND,911,0.47
8,223,P.GUNASEKARAN,PMK,674,0.35
9,223,M.MURUGANYADAV,IND,630,0.33
10,223,V.VAITHILINGAM,IND,461,0.24
11,223,S.PARTHIBARAJAN,AIFB(S),311,0.16
12,223,SHANMUGATHAI,IND,157,0.08
13,223,V.MURUGAN,IND,126,0.07
1,224,LAKSHMANAN A.L.S.,DMK,81761,43.13
2,224,NAINAR NAGENTHRAN,ADMK,81160,42.81
3,224,MADASAMY S.,DMDK,8640,4.56
4,224,MAHARAJAN A.,BJP,6017,3.17
5,224,None of the Above,NOTA,2218,1.17
6,224,VIYANARASU A.,ntk,2106,1.11
7,224,VELAMMAL G.,IND,2029,1.07
8,224,GANESAN KANNAN,PMK,1884,0.99
9,224,RAJKUMAR P.,IND,1377,0.73
10,224,BALASUBRAMANIAN E.,BSP,507,0.27
11,224,MALLAR MAHARAJAN,IND,401,0.21
12,224,SHANMUGA SUNDARAM M.,IND,289,0.15
13,224,SUDAROLI S.MURUGAN YADAV B.COM.,IND,245,0.13
14,224,UDAIYAR S.,IND,217,0.11
15,224,MURUGAN G.,IND,216,0.11
16,224,NELLAI IMMAM,SP,190,0.1
17,224,MANIKANDAN C.,TMMK,182,0.1
18,224,KAMALA KANNAN P.,IND,137,0.07
1,225,R. MURUGAIAH PANDIAN,ADMK,78555,45.8
2,225,AVUDAIAPPAN. R,DMK,65389,38.12
3,225,P. KARPAGAVALLI,CPM,13690,7.98
4,225,V. SASIKALA,BJP,4711,2.75
5,225,None of the Above,NOTA,2041,1.19
6,225,S. THENNARASU,ntk,1778,1.04
7,225,R. ANBALAGAN,PMK,1310,0.76
8,225,S. P. RAJAVELU,IND,645,0.38
9,225,N.RAVICHANDRAN,IND,635,0.37
